Site,Transect,Subsection,Stage,Soil Type,Horizon,Horizon Depth (cm),Rock-adjusted Volume (cm3),Coarse weight (g dry coarse),Soil Wt (g dry soil),Soil Bulk Density (g cm3),Coarse material density (g coarse cm3),Soil C(%),Soil N(%),g dry soil (m-2),Soil C (g C m-2),Coarse C (g C m-2),Soil & Coarse (g C m-2),Soil N (g N m-2),Coarse N (g N m-2),Soil & Coarse (g N m-2),C check,CN
TKN125,,100,Late,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TKN125,,100,Late,1_OM,4_Total,10.00,384.85,0.48,26.97,0.070,0.001,25.92,0.85,7007.88,1816.29,62.24,1878.53,59.52,0.31,59.83,1816.29,31.40
TKN125,,100,Late,1_OM,5_Total OM,10.00,384.85,0.48,26.97,0.070,0.001,25.92,0.85,7007.88,1816.29,62.24,1878.53,59.52,0.31,59.83,1816.29,31.40
TKN125,,100,Late,2_MS,1_0-5,5.00,,,,0.552,0.003,7.02,0.35,27585.17,1937.62,63.68,2001.30,96.22,0.32,96.53,1937.62,20.73
TKN125,,100,Late,2_MS,2_5-10,5.00,,,,0.833,0.001,3.56,0.19,41640.80,1482.36,37.46,1519.82,77.67,0.19,77.86,1482.36,19.52
TKN125,,100,Late,2_MS,4_Total,10.00,,,,,,,,69225.96,3419.98,101.14,3521.12,173.89,0.51,174.39,0.00,20.19
TKN125,,100,Late,3_Soil,6_Tot OM MS,20.00,384.85,0.48,26.97,,,,,76233.84,5236.27,163.38,5399.65,233.40,0.82,234.22,1816.29,23.05
TKN137,,20,Late,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TKN137,,20,Late,1_OM,1_0-5,5.00,192.42,0.48,8.51,0.044,0.002,45.63,0.52,2210.29,1008.51,62.45,1070.96,11.38,0.31,11.70,1008.51,91.57
TKN137,,20,Late,1_OM,2_5-10,5.00,192.42,0.14,9.53,0.050,0.001,37.25,0.62,2476.34,922.39,18.73,941.12,15.35,0.09,15.45,922.39,60.93
TKN137,,20,Late,1_OM,3_10+,27.00,1039.08,2.21,87.19,0.084,0.002,42.98,0.99,22655.81,9738.60,287.25,10025.85,224.44,1.44,225.88,9738.60,44.39
TKN137,,20,Late,1_OM,4_Total,37.00,1423.93,2.84,105.23,0.074,0.002,42.68,0.92,27342.44,11669.50,368.43,12037.92,251.18,1.84,253.02,11669.50,47.58
TKN137,,20,Late,1_OM,5_Total OM,37.00,1423.93,2.84,105.23,0.074,0.002,42.68,0.92,27342.44,11669.50,368.43,12037.92,251.18,1.84,253.02,11669.50,47.58
TKN137,,20,Late,2_MS,1_0-5,5.00,,,,0.552,0.003,7.02,0.35,27585.17,1937.62,63.68,2001.30,96.22,0.32,96.53,1937.62,20.73
TKN137,,20,Late,2_MS,2_5-10,5.00,,,,0.833,0.001,3.56,0.19,41640.80,1482.36,37.46,1519.82,77.67,0.19,77.86,1482.36,19.52
TKN137,,20,Late,2_MS,4_Total,10.00,,,,,,,,69225.96,3419.98,101.14,3521.12,173.89,0.51,174.39,0.00,20.19
TKN137,,20,Late,3_Soil,6_Tot OM MS,47.00,1423.93,2.84,105.23,,,,,96568.40,15089.48,469.57,15559.05,425.07,2.35,427.41,11669.50,36.40
TKN137,,40,Late,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TKN137,,40,Late,1_OM,1_0-5,5.00,192.42,0.00,9.81,0.051,0.000,35.62,0.79,2550.02,908.32,0.00,908.32,20.20,0.00,20.20,908.32,44.97
TKN137,,40,Late,1_OM,2_5-10,5.00,192.42,1.91,23.38,0.121,0.010,39.52,0.93,6074.85,2400.96,247.95,2648.92,56.56,1.24,57.80,2400.96,45.83
TKN137,,40,Late,1_OM,3_10+,5.00,192.42,11.49,26.94,0.140,0.060,41.32,1.10,7000.22,2892.56,1492.49,4385.05,77.07,7.46,84.53,2892.56,51.87
TKN137,,40,Late,1_OM,4_Total,15.00,577.27,13.40,60.13,0.104,0.023,39.69,0.98,15625.09,6201.84,1740.44,7942.28,153.83,8.70,162.53,6201.84,48.87
TKN137,,40,Late,1_OM,5_Total OM,15.00,577.27,13.40,60.13,0.104,0.023,39.69,0.98,15625.09,6201.84,1740.44,7942.28,153.83,8.70,162.53,6201.84,48.87
TKN137,,40,Late,2_MS,1_0-5,5.00,,,,0.552,0.003,7.02,0.35,27585.17,1937.62,63.68,2001.30,96.22,0.32,96.53,1937.62,20.73
TKN137,,40,Late,2_MS,2_5-10,5.00,,,,0.833,0.001,3.56,0.19,41640.80,1482.36,37.46,1519.82,77.67,0.19,77.86,1482.36,19.52
TKN137,,40,Late,2_MS,4_Total,10.00,,,,,,,,69225.96,3419.98,101.14,3521.12,173.89,0.51,174.39,0.00,20.19
TKN137,,40,Late,3_Soil,6_Tot OM MS,25.00,577.27,13.40,60.13,,,,,84851.06,9621.82,1841.59,11463.41,327.71,9.21,336.92,6201.84,34.02
TKN137,,60,Late,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TKN137,,60,Late,1_OM,1_0-5,5.00,192.42,0.00,7.64,0.040,0.000,43.84,0.60,1984.47,869.95,0.00,869.95,11.89,0.00,11.89,869.95,73.19
TKN137,,60,Late,1_OM,2_5-10,5.00,192.42,0.00,8.62,0.045,0.000,42.18,0.65,2239.00,944.45,0.00,944.45,14.55,0.00,14.55,944.45,64.90
TKN137,,60,Late,1_OM,3_10+,27.00,1039.08,3.80,64.00,0.062,0.004,40.70,0.65,16630.19,6768.89,494.18,7263.08,108.03,2.47,110.50,6768.89,65.73
TKN137,,60,Late,1_OM,4_Total,37.00,1423.93,3.80,80.25,0.056,0.003,41.16,0.64,20853.66,8583.30,494.18,9077.48,134.47,2.47,136.95,8583.30,66.29
TKN137,,60,Late,1_OM,5_Total OM,37.00,1423.93,3.80,80.25,0.056,0.003,41.16,0.64,20853.66,8583.30,494.18,9077.48,134.47,2.47,136.95,8583.30,66.29
TKN137,,60,Late,2_MS,1_0-5,5.00,,,,0.552,0.003,7.02,0.35,27585.17,1937.62,63.68,2001.30,96.22,0.32,96.53,1937.62,20.73
TKN137,,60,Late,2_MS,2_5-10,5.00,,,,0.833,0.001,3.56,0.19,41640.80,1482.36,37.46,1519.82,77.67,0.19,77.86,1482.36,19.52
TKN137,,60,Late,2_MS,4_Total,10.00,,,,,,,,69225.96,3419.98,101.14,3521.12,173.89,0.51,174.39,0.00,20.19
TKN137,,60,Late,3_Soil,6_Tot OM MS,47.00,1423.93,3.80,80.25,,,,,90079.62,12003.28,595.33,12598.61,308.36,2.98,311.34,8583.30,40.47
TKN137,,80,Late,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TKN137,,80,Late,1_OM,1_0-5,5.00,192.42,0.00,8.75,0.045,0.000,42.08,0.89,2272.63,956.28,0.00,956.28,20.27,0.00,20.27,956.28,47.17
TKN137,,80,Late,1_OM,2_5-10,5.00,192.42,0.00,12.55,0.065,0.000,34.04,0.87,3261.15,1110.03,0.00,1110.03,28.50,0.00,28.50,1110.03,38.95
TKN137,,80,Late,1_OM,3_10+,15.00,577.27,2.72,64.98,0.113,0.005,30.16,0.85,16885.97,5092.66,353.64,5446.30,143.74,1.77,145.51,5092.66,37.43
TKN137,,80,Late,1_OM,4_Total,25.00,962.11,2.72,86.28,0.090,0.003,31.93,0.86,22419.75,7158.97,353.64,7512.61,192.51,1.77,194.28,7158.97,38.67
TKN137,,80,Late,1_OM,5_Total OM,25.00,962.11,2.72,86.28,0.090,0.003,31.93,0.86,22419.75,7158.97,353.64,7512.61,192.51,1.77,194.28,7158.97,38.67
TKN137,,80,Late,2_MS,1_0-5,5.00,,,,0.552,0.003,7.02,0.35,27585.17,1937.62,63.68,2001.30,96.22,0.32,96.53,1937.62,20.73
TKN137,,80,Late,2_MS,2_5-10,5.00,,,,0.833,0.001,3.56,0.19,41640.80,1482.36,37.46,1519.82,77.67,0.19,77.86,1482.36,19.52
TKN137,,80,Late,2_MS,4_Total,10.00,,,,,,,,69225.96,3419.98,101.14,3521.12,173.89,0.51,174.39,0.00,20.19
TKN137,,80,Late,3_Soil,6_Tot OM MS,35.00,962.11,2.72,86.28,,,,,91645.71,10578.95,454.79,11033.73,366.40,2.27,368.67,7158.97,29.93
TKN137,,100,Late,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TKN137,,100,Late,1_OM,1_0-5,5.00,192.42,0.47,8.32,0.043,0.002,44.86,0.79,2162.35,970.03,61.56,1031.59,17.00,0.31,17.30,970.03,59.62
TKN137,,100,Late,1_OM,2_5-10,5.00,192.42,0.32,7.75,0.040,0.002,41.56,0.77,2013.03,836.53,41.86,878.39,15.50,0.21,15.71,836.53,55.91
TKN137,,100,Late,1_OM,3_10+,19.00,731.21,1.48,46.10,0.063,0.002,42.16,0.83,11978.90,5050.30,192.06,5242.36,99.36,0.96,100.32,5050.30,52.25
TKN137,,100,Late,1_OM,4_Total,29.00,1116.05,2.27,62.17,0.056,0.002,42.45,0.82,16154.28,6856.87,295.47,7152.34,131.86,1.48,133.34,6856.87,53.64
TKN137,,100,Late,1_OM,5_Total OM,29.00,1116.05,2.27,62.17,0.056,0.002,42.45,0.82,16154.28,6856.87,295.47,7152.34,131.86,1.48,133.34,6856.87,53.64
TKN137,,100,Late,2_MS,1_0-5,5.00,,,,0.552,0.003,7.02,0.35,27585.17,1937.62,63.68,2001.30,96.22,0.32,96.53,1937.62,20.73
TKN137,,100,Late,2_MS,2_5-10,5.00,,,,0.833,0.001,3.56,0.19,41640.80,1482.36,37.46,1519.82,77.67,0.19,77.86,1482.36,19.52
TKN137,,100,Late,2_MS,4_Total,10.00,,,,,,,,69225.96,3419.98,101.14,3521.12,173.89,0.51,174.39,0.00,20.19
TKN137,,100,Late,3_Soil,6_Tot OM MS,39.00,1116.05,2.27,62.17,,,,,85380.24,10276.85,396.62,10673.46,305.75,1.98,307.73,6856.87,34.68
TKN139,,20,Late,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TKN139,,20,Late,1_OM,1_0-5,5.00,192.42,0.04,3.26,0.017,0.000,38.62,0.84,846.89,327.09,5.56,332.65,7.13,0.03,7.16,327.09,46.47
TKN139,,20,Late,1_OM,2_5-10,5.00,192.42,1.82,11.79,0.061,0.009,31.60,0.81,3062.80,967.78,236.42,1204.20,24.84,1.18,26.02,967.78,46.28
TKN139,,20,Late,1_OM,3_10+,16.00,615.75,4.45,72.21,0.117,0.007,40.34,0.86,18763.68,7568.94,578.54,8147.48,161.02,2.89,163.92,7568.94,49.71
TKN139,,20,Late,1_OM,4_Total,26.00,1000.60,6.32,87.26,0.087,0.006,39.09,0.85,22673.37,8863.81,820.52,9684.33,192.99,4.10,197.10,8863.81,49.14
TKN139,,20,Late,1_OM,5_Total OM,26.00,1000.60,6.32,87.26,0.087,0.006,39.09,0.85,22673.37,8863.81,820.52,9684.33,192.99,4.10,197.10,8863.81,49.14
TKN139,,20,Late,2_MS,1_0-5,5.00,,,,0.552,0.003,7.02,0.35,27585.17,1937.62,63.68,2001.30,96.22,0.32,96.53,1937.62,20.73
TKN139,,20,Late,2_MS,2_5-10,5.00,,,,0.833,0.001,3.56,0.19,41640.80,1482.36,37.46,1519.82,77.67,0.19,77.86,1482.36,19.52
TKN139,,20,Late,2_MS,4_Total,10.00,,,,,,,,69225.96,3419.98,101.14,3521.12,173.89,0.51,174.39,0.00,20.19
TKN139,,20,Late,3_Soil,6_Tot OM MS,36.00,1000.60,6.32,87.26,,,,,91899.33,12283.79,921.67,13205.45,366.88,4.61,371.49,8863.81,35.55
TKN139,,40,Late,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TKN139,,40,Late,1_OM,1_0-5,5.00,192.42,0.38,5.33,0.028,0.002,39.71,0.73,1384.56,549.78,49.62,599.40,10.15,0.25,10.40,549.78,57.65
TKN139,,40,Late,1_OM,2_5-10,5.00,192.42,0.10,13.14,0.068,0.000,40.60,0.64,3415.28,1386.70,12.40,1399.11,21.93,0.06,21.99,1386.70,63.63
TKN139,,40,Late,1_OM,3_10+,10.00,384.85,0.69,33.20,0.086,0.002,32.64,0.71,8627.32,2816.21,89.93,2906.15,61.25,0.45,61.70,2816.21,47.10
TKN139,,40,Late,1_OM,4_Total,20.00,769.69,1.17,51.67,0.067,0.002,35.40,0.70,13427.15,4752.70,151.95,4904.65,93.33,0.76,94.09,4752.70,52.13
TKN139,,40,Late,1_OM,5_Total OM,20.00,769.69,1.17,51.67,0.067,0.002,35.40,0.70,13427.15,4752.70,151.95,4904.65,93.33,0.76,94.09,4752.70,52.13
TKN139,,40,Late,2_MS,1_0-5,5.00,,,,0.552,0.003,7.02,0.35,27585.17,1937.62,63.68,2001.30,96.22,0.32,96.53,1937.62,20.73
TKN139,,40,Late,2_MS,2_5-10,5.00,,,,0.833,0.001,3.56,0.19,41640.80,1482.36,37.46,1519.82,77.67,0.19,77.86,1482.36,19.52
TKN139,,40,Late,2_MS,4_Total,10.00,,,,,,,,69225.96,3419.98,101.14,3521.12,173.89,0.51,174.39,0.00,20.19
TKN139,,40,Late,3_Soil,6_Tot OM MS,30.00,769.69,1.17,51.67,,,,,82653.11,8172.68,253.10,8425.78,267.21,1.27,268.48,4752.70,31.38
TKN139,,60,Late,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TKN139,,60,Late,1_OM,1_0-5,5.00,192.42,0.05,8.59,0.045,0.000,44.95,0.84,2232.70,1003.55,6.16,1009.71,18.84,0.03,18.87,1003.55,53.50
TKN139,,60,Late,1_OM,2_5-10,5.00,192.42,0.17,15.50,0.081,0.001,44.13,0.78,4026.94,1777.25,21.55,1798.80,31.41,0.11,31.52,1777.25,57.07
TKN139,,60,Late,1_OM,3_10+,15.00,577.27,1.47,51.97,0.090,0.003,44.22,0.81,13503.05,5970.51,190.85,6161.35,109.61,0.95,110.56,5970.51,55.73
TKN139,,60,Late,1_OM,4_Total,25.00,962.11,1.68,76.06,0.079,0.002,44.28,0.81,19762.69,8751.31,218.55,8969.86,159.86,1.09,160.95,8751.31,55.73
TKN139,,60,Late,1_OM,5_Total OM,25.00,962.11,1.68,76.06,0.079,0.002,44.28,0.81,19762.69,8751.31,218.55,8969.86,159.86,1.09,160.95,8751.31,55.73
TKN139,,60,Late,2_MS,1_0-5,5.00,,,,0.552,0.003,7.02,0.35,27585.17,1937.62,63.68,2001.30,96.22,0.32,96.53,1937.62,20.73
TKN139,,60,Late,2_MS,2_5-10,5.00,,,,0.833,0.001,3.56,0.19,41640.80,1482.36,37.46,1519.82,77.67,0.19,77.86,1482.36,19.52
TKN139,,60,Late,2_MS,4_Total,10.00,,,,,,,,69225.96,3419.98,101.14,3521.12,173.89,0.51,174.39,0.00,20.19
TKN139,,60,Late,3_Soil,6_Tot OM MS,35.00,962.11,1.68,76.06,,,,,88988.66,12171.29,319.69,12490.98,333.75,1.60,335.34,8751.31,37.25
TKN139,,80,Late,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TKN139,,80,Late,1_OM,1_0-5,5.00,192.42,0.00,13.05,0.068,0.000,45.45,0.72,3391.06,1541.34,0.00,1541.34,24.55,0.00,24.55,1541.34,62.78
TKN139,,80,Late,1_OM,2_5-10,5.00,192.42,0.19,9.77,0.051,0.001,45.12,0.55,2537.77,1145.07,24.23,1169.29,14.06,0.12,14.18,1145.07,82.46
TKN139,,80,Late,1_OM,3_10+,15.00,577.27,1.08,34.15,0.059,0.002,42.80,0.55,8874.79,3798.20,139.97,3938.17,48.70,0.70,49.40,3798.20,79.73
TKN139,,80,Late,1_OM,4_Total,25.00,962.11,1.26,56.97,0.059,0.001,43.80,0.59,14803.62,6484.61,164.20,6648.81,87.31,0.82,88.13,6484.61,75.44
TKN139,,80,Late,1_OM,5_Total OM,25.00,962.11,1.26,56.97,0.059,0.001,43.80,0.59,14803.62,6484.61,164.20,6648.81,87.31,0.82,88.13,6484.61,75.44
TKN139,,80,Late,2_MS,1_0-5,5.00,,,,0.552,0.003,7.02,0.35,27585.17,1937.62,63.68,2001.30,96.22,0.32,96.53,1937.62,20.73
TKN139,,80,Late,2_MS,2_5-10,5.00,,,,0.833,0.001,3.56,0.19,41640.80,1482.36,37.46,1519.82,77.67,0.19,77.86,1482.36,19.52
TKN139,,80,Late,2_MS,4_Total,10.00,,,,,,,,69225.96,3419.98,101.14,3521.12,173.89,0.51,174.39,0.00,20.19
TKN139,,80,Late,3_Soil,6_Tot OM MS,35.00,962.11,1.26,56.97,,,,,84029.59,9904.59,265.34,10169.93,261.19,1.33,262.52,6484.61,38.74
TKN139,,100,Late,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TKN139,,100,Late,1_OM,1_0-5,5.00,192.42,0.00,7.12,0.037,0.000,45.36,0.96,1850.57,839.49,0.00,839.49,17.84,0.00,17.84,839.49,47.06
TKN139,,100,Late,1_OM,2_5-10,5.00,192.42,0.00,13.13,0.068,0.000,39.92,1.07,3412.74,1362.26,0.00,1362.26,36.45,0.00,36.45,1362.26,37.38
TKN139,,100,Late,1_OM,3_10+,14.00,538.78,5.59,33.52,0.062,0.010,49.42,0.88,8709.92,4304.73,726.37,5031.10,76.98,3.63,80.61,4304.73,62.41
TKN139,,100,Late,1_OM,4_Total,24.00,923.63,5.59,53.78,0.058,0.006,46.56,0.94,13973.24,6506.49,726.37,7232.86,131.27,3.63,134.90,6506.49,53.62
TKN139,,100,Late,1_OM,5_Total OM,24.00,923.63,5.59,53.78,0.058,0.006,46.56,0.94,13973.24,6506.49,726.37,7232.86,131.27,3.63,134.90,6506.49,53.62
TKN139,,100,Late,2_MS,1_0-5,5.00,,,,0.552,0.003,7.02,0.35,27585.17,1937.62,63.68,2001.30,96.22,0.32,96.53,1937.62,20.73
TKN139,,100,Late,2_MS,2_5-10,5.00,,,,0.833,0.001,3.56,0.19,41640.80,1482.36,37.46,1519.82,77.67,0.19,77.86,1482.36,19.52
TKN139,,100,Late,2_MS,4_Total,10.00,,,,,,,,69225.96,3419.98,101.14,3521.12,173.89,0.51,174.39,0.00,20.19
TKN139,,100,Late,3_Soil,6_Tot OM MS,34.00,923.63,5.59,53.78,,,,,83199.20,9926.47,827.51,10753.98,305.15,4.14,309.29,6506.49,34.77
TR90,1,20,Mid,1_OM,0_Litter,0.50,200.00,,1.860,0.009,,48.50,1.19,46.50,22.55,0.00,22.55,0.55,0.00,0.55,22.55,40.79
TR90,1,20,Mid,1_OM,1_0-5,5.00,192.42,0.50,40.97,0.213,0.003,20.67,1.20,10645.33,2200.28,64.70,2264.98,127.32,0.32,127.64,2200.28,17.74
TR90,1,20,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TR90,1,20,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TR90,1,20,Mid,1_OM,4_Total,5.00,192.42,0.50,40.97,0.213,0.003,20.67,1.20,10645.33,2200.28,64.70,2264.98,127.32,0.32,127.64,2200.28,17.74
TR90,1,20,Mid,1_OM,5_Total OM,5.50,392.42,0.50,42.83,0.109,0.001,20.79,1.20,10691.83,2222.83,64.70,2287.53,127.87,0.32,128.19,2222.83,17.84
TR90,1,20,Mid,2_MS,1_0-5,5.00,192.42,0.61,195.76,1.017,0.003,2.08,0.13,50867.65,1057.03,79.77,1136.80,64.60,0.40,65.00,1057.03,17.49
TR90,1,20,Mid,2_MS,2_5-10,5.00,192.42,0.00,266.85,1.387,0.000,0.47,0.04,69338.29,323.12,0.00,323.12,29.12,0.00,29.12,323.12,11.10
TR90,1,20,Mid,2_MS,4_Total,10.00,384.85,0.61,462.61,1.202,0.002,1.15,0.08,120205.95,1380.15,79.77,1459.91,93.72,0.40,94.12,1380.15,15.51
TR90,1,20,Mid,3_Soil,6_Tot OM MS,15.50,777.27,1.11,505.43,,,,,130897.77,3602.98,144.46,3747.44,221.59,0.72,222.32,3602.98,16.86
TR90,1,40,Mid,1_OM,0_Litter,1.00,400.00,,4.970,0.012,,48.03,1.27,124.25,59.68,0.00,59.68,1.58,0.00,1.58,59.68,37.88
TR90,1,40,Mid,1_OM,1_0-5,5.00,192.42,0.00,24.82,0.129,0.000,33.20,1.44,6449.92,2141.44,0.00,2141.44,92.94,0.00,92.94,2141.44,23.04
TR90,1,40,Mid,1_OM,2_5-10,5.00,192.42,1.17,33.43,0.174,0.006,33.00,1.51,8685.97,2866.28,152.17,3018.45,131.42,0.76,132.18,2866.28,22.84
TR90,1,40,Mid,1_OM,3_10+,5.00,192.42,1.74,85.50,0.444,0.009,22.42,1.12,22216.82,4980.79,225.57,5206.36,248.61,1.13,249.73,4980.79,20.85
TR90,1,40,Mid,1_OM,4_Total,15.00,577.27,2.91,143.75,0.249,0.005,26.74,1.27,37352.71,9988.51,377.74,10366.25,472.97,1.89,474.86,9988.51,21.83
TR90,1,40,Mid,1_OM,5_Total OM,16.00,977.27,2.91,148.72,0.152,0.003,26.81,1.27,37476.96,10048.19,377.74,10425.93,474.54,1.89,476.43,10048.19,21.88
TR90,1,40,Mid,2_MS,1_0-5,5.00,192.42,1.01,105.09,0.546,0.005,15.58,0.83,27307.02,4255.25,131.11,4386.36,226.38,0.66,227.03,4255.25,19.32
TR90,1,40,Mid,2_MS,2_5-10,5.00,192.42,1.26,131.36,0.683,0.007,15.58,0.83,34133.77,5319.07,163.88,5482.95,282.97,0.82,283.79,5319.07,19.32
TR90,1,40,Mid,2_MS,4_Total,10.00,384.85,2.27,236.45,0.614,0.006,15.58,0.83,61440.79,9574.32,294.99,9869.31,509.34,1.47,510.82,9574.32,19.32
TR90,1,40,Mid,3_Soil,6_Tot OM MS,26.00,1362.11,5.18,385.17,,,,,98917.74,19622.51,672.73,20295.24,983.89,3.36,987.25,19622.51,20.56
TR90,1,60,Mid,1_OM,0_Litter,4.00,1600.00,,15.240,0.010,,47.10,1.09,381.00,179.45,0.00,179.45,4.15,0.00,4.15,179.45,43.21
TR90,1,60,Mid,1_OM,1_0-5,5.00,192.42,0.78,35.03,0.182,0.004,26.11,0.98,9103.58,2376.85,100.92,2477.77,89.12,0.50,89.63,2376.85,27.64
TR90,1,60,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TR90,1,60,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TR90,1,60,Mid,1_OM,4_Total,5.00,192.42,0.78,35.03,0.182,0.004,26.11,0.98,9103.58,2376.85,100.92,2477.77,89.12,0.50,89.63,2376.85,27.64
TR90,1,60,Mid,1_OM,5_Total OM,9.00,1792.42,0.78,50.27,0.028,0.000,26.95,0.98,9484.58,2556.30,100.92,2657.23,93.28,0.50,93.78,2556.30,28.33
TR90,1,60,Mid,2_MS,1_0-5,5.00,192.42,0.00,139.57,0.725,0.000,3.98,0.25,36266.11,1445.17,0.00,1445.17,90.16,0.00,90.16,1445.17,16.03
TR90,1,60,Mid,2_MS,2_5-10,5.00,192.42,0.00,218.76,1.137,0.000,1.01,0.08,56844.14,575.89,0.00,575.89,44.56,0.00,44.56,575.89,12.92
TR90,1,60,Mid,2_MS,4_Total,10.00,384.85,0.00,358.33,0.931,0.000,2.17,0.14,93110.25,2021.06,0.00,2021.06,134.72,0.00,134.72,2021.06,15.00
TR90,1,60,Mid,3_Soil,6_Tot OM MS,19.00,2177.27,0.78,408.60,,,,,102594.83,4577.36,100.92,4678.28,228.00,0.50,228.50,4577.36,20.47
TR90,1,80,Mid,1_OM,0_Litter,0.50,200.00,,2.560,0.013,,47.39,1.09,64.00,30.33,0.00,30.33,0.70,0.00,0.70,30.33,43.35
TR90,1,80,Mid,1_OM,1_0-5,5.00,192.42,0.00,25.79,0.134,0.000,26.57,1.28,6700.11,1779.88,0.00,1779.88,85.43,0.00,85.43,1779.88,20.84
TR90,1,80,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TR90,1,80,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TR90,1,80,Mid,1_OM,4_Total,5.00,192.42,0.00,25.79,0.134,0.000,26.57,1.28,6700.11,1779.88,0.00,1779.88,85.43,0.00,85.43,1779.88,20.84
TR90,1,80,Mid,1_OM,5_Total OM,5.50,392.42,0.00,28.35,0.072,0.000,26.76,1.27,6764.11,1810.21,0.00,1810.21,86.13,0.00,86.13,1810.21,21.02
TR90,1,80,Mid,2_MS,1_0-5,5.00,192.42,0.61,148.82,0.773,0.003,18.21,0.97,38668.93,7042.00,79.88,7121.88,375.09,0.40,375.49,7042.00,18.97
TR90,1,80,Mid,2_MS,2_5-10,5.00,192.42,1.60,117.84,0.612,0.008,13.25,0.82,30620.73,4058.17,207.75,4265.91,250.17,1.04,251.21,4058.17,16.98
TR90,1,80,Mid,2_MS,4_Total,10.00,384.85,2.21,266.66,0.693,0.006,16.02,0.90,69289.66,11100.16,287.63,11387.79,625.26,1.44,626.70,11100.16,18.17
TR90,1,80,Mid,3_Soil,6_Tot OM MS,15.50,777.27,2.21,295.00,,,,,76053.77,12910.38,287.63,13198.00,711.39,1.44,712.82,12910.38,18.52
TR90,1,100,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TR90,1,100,Mid,1_OM,1_0-5,5.00,192.42,0.00,21.14,0.110,0.000,38.35,1.31,5493.33,2106.53,0.00,2106.53,71.74,0.00,71.74,2106.53,29.36
TR90,1,100,Mid,1_OM,2_5-10,5.00,192.42,0.00,29.30,0.152,0.000,30.67,1.10,7613.88,2335.10,0.00,2335.10,83.75,0.00,83.75,2335.10,27.88
TR90,1,100,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TR90,1,100,Mid,1_OM,4_Total,10.00,384.85,0.00,50.44,0.131,0.000,33.89,1.19,13107.20,4441.63,0.00,4441.63,155.50,0.00,155.50,4441.63,28.56
TR90,1,100,Mid,1_OM,5_Total OM,10.00,384.85,0.00,50.44,0.131,0.000,33.89,1.19,13107.20,4441.63,0.00,4441.63,155.50,0.00,155.50,4441.63,28.56
TR90,1,100,Mid,2_MS,1_0-5,5.00,192.42,0.92,142.06,0.738,0.005,18.63,0.88,36914.73,6878.69,119.80,6998.49,323.74,0.60,324.34,6878.69,21.58
TR90,1,100,Mid,2_MS,2_5-10,5.00,192.42,0.00,143.65,0.747,0.000,2.61,0.16,37326.50,974.59,0.00,974.59,61.22,0.00,61.22,974.59,15.92
TR90,1,100,Mid,2_MS,4_Total,10.00,384.85,0.92,285.71,0.742,0.002,10.58,0.52,74241.23,7853.29,119.80,7973.08,384.96,0.60,385.56,7853.29,20.68
